order_id,customer_state,region,total_delivery_days,delay_days,delivery_status,freight_value,review_score
ce3306b493edca02b65cedf9da8f0f7d,RJ,Southeast,85,57,Severe Delay,15.23,1
b5b7c54093bad4e0d745214e691224d7,RJ,Southeast,85,56,Severe Delay,15.17,1
88c73414c84d0729fdfc26ad5442963e,SP,Southeast,68,56,Severe Delay,11.15,5
3777a556763eb6cb59f7dd14e90c4ab7,SP,Southeast,75,56,Severe Delay,11.9,3
9e5a1beaee5b0847c3254738fe668243,RJ,Southeast,84,56,Severe Delay,16.11,1
cd63595a31d3717ff7ea9a0b041104a9,SC,South,93,55,Severe Delay,29.04,4
7e8641c6ba8f77235152dd1c3356f814,RJ,Southeast,87,55,Severe Delay,17.45,1
8e25d7ae5953ee779b0bb0a71e434b4c,RJ,Southeast,79,55,Severe Delay,17.97,3
69c7a1e070c1759e15f7a5fd24c36e5b,BA,Northeast,84,55,Severe Delay,29.77,4
68619ce8e1d093c01359eb9d2dd22120,CE,Northeast,83,54,Severe Delay,17.63,1
e43bf5e038481356e162cc65ab7fb1c2,SP,Southeast,74,54,Severe Delay,15.12,4
0799d89dedaf5ef08f3a90b967cb2ccd,RJ,Southeast,76,54,Severe Delay,17.97,4
c5c439c95db69979fd8f66c6eec564e5,PB,Northeast,86,54,Severe Delay,22.95,3
85e82878a7121ee2d2018b2299b7915e,RJ,Southeast,71,53,Severe Delay,15.11,1
f976bd9178b8f3927dbf9f4b5f9e7f16,RJ,Southeast,75,53,Severe Delay,15.1,1
855ae4582654ba4a199f982c721df826,CE,Northeast,91,52,Severe Delay,32.94,2
038345c4a9d21c17180f2f77e1701c69,SP,Southeast,73,52,Severe Delay,33.08,5
09c06d47b8b58dbabf753646fe5b89ab,CE,Northeast,79,52,Severe Delay,19.53,1
0feaee28abc2453bef40e3718f5c7392,PR,South,75,52,Severe Delay,18.33,5
db1ae8f588760472271b496a2459ba6c,PE,Northeast,84,51,Severe Delay,21.38,1
e78602addbd8567873e9ad519d11ad9c,SP,Southeast,66,51,Severe Delay,11.8,1
843987ad16fdca324fc74eb57896cee2,RJ,Southeast,74,51,Severe Delay,15.1,1
aeebf4abbcfb9bac43b6a31399a3e93c,SP,Southeast,75,51,Severe Delay,13.44,1
8a7679380ddbbbe7495aa2d1cafd515b,SP,Southeast,68,50,Severe Delay,11.85,1
f967b3b4e10db096bfc62535abb40d43,PE,Northeast,86,50,Severe Delay,18.89,1
c5222412ad9d123721c453c7c21a6cfa,BA,Northeast,82,50,Severe Delay,16.79,3
7410535fe6a922518e4f862208c066bf,SP,Southeast,71,50,Severe Delay,30.36,4
7c0b9b2385b65bd8c7aa778a843155e9,RJ,Southeast,70,50,Severe Delay,16.7,4
29e0119d96b893bbfd5ecea741a06835,RJ,Southeast,73,50,Severe Delay,16.57,1
9570e7230d3d4ecaacbc7843e6646b33,SP,Southeast,70,49,Severe Delay,12.76,5
7c7b51735653e5eabc93b37b0f454428,RS,South,78,49,Severe Delay,16.46,1
24ca685e5655ee79182c18a5f5b1510d,RJ,Southeast,69,49,Severe Delay,16.6,1
9ab0996e3fa56c0c453bdaa598164273,BA,Northeast,83,49,Severe Delay,51.06,1
f31535f21d145b2345e2bf7f09d62322,RJ,Southeast,81,49,Severe Delay,24.26,1
5a34dfccd6fb223c870ad34652d64274,SP,Southeast,69,49,Severe Delay,12.86,1
3a221cd6b7d813e2b6cf57339f37a062,CE,Northeast,80,49,Severe Delay,34.43,1
b2997e1d7061605e9285496c581d1fbd,MG,Southeast,64,49,Severe Delay,31.36,5
81f2ee7669eee05b13906d24d43ebc69,SP,Southeast,59,49,Severe Delay,13.75,3
fc74153e0ac39bb68c8f8f9e4758f001,RN,Northeast,78,49,Severe Delay,51.32,1
121191d52387cd00dc63011edaeb8af2,RJ,Southeast,74,49,Severe Delay,15.1,3
ce3a36c0bcc4edf5c49a0a29b3da3963,RJ,Southeast,68,48,Severe Delay,32.22,3
beebcdb81ca8d717ee63fbee85b1826e,CE,Northeast,75,48,Severe Delay,17.63,1
bac5252be9b1269976695ebd118ef43d,SP,Southeast,61,48,Severe Delay,7.78,5
1e12d5b3e0bc11aa9db357373ccde6f8,SC,South,72,48,Severe Delay,68.5,3
56af0400ccac703cca01cd9846d29c58,RJ,Southeast,75,48,Severe Delay,18.37,1
c595bbefb93ccf827f9dd4b7c3f25785,RJ,Southeast,70,48,Severe Delay,21.44,1
e115da7a49ec2acf622e1f31da65cfb9,RJ,Southeast,80,48,Severe Delay,28.03,1
98cdb0b0199939368746cb2beba58efe,RJ,Southeast,72,48,Severe Delay,14.62,5
8f9005e33af4e9098cb514dd5f44b0bb,RJ,Southeast,71,47,Severe Delay,69.21,1
c1ce7c20699d83bcfb424c8e800a1788,RJ,Southeast,71,47,Severe Delay,23.62,3
cafc9b2f7d35ec42bdb74347cc6e8a70,CE,Northeast,75,47,Severe Delay,17.63,1
982721650f1a226d3b11b4d852d461d2,RJ,Southeast,70,47,Severe Delay,15.1,2
f2c9428d2c7720cb4e9f2a9634673ce6,RJ,Southeast,66,47,Severe Delay,17.38,1
df81dcb40098fb783a6525fa2f868bc9,RJ,Southeast,88,47,Severe Delay,35.69,1
f09ab7ba678ff9971a9e9b52999030ea,RJ,Southeast,69,46,Severe Delay,20.07,1
64fee01b4774a493de37aafa79a3d434,BA,Northeast,71,46,Severe Delay,17.35,1
87f795f6abd4bbe786854091a9c6e651,MT,Central-West,80,46,Severe Delay,75.17,5
f23681a0fffdb8051c674707c7e912ef,RS,South,68,46,Severe Delay,15.59,2
23a0c1ef37b1e2599235e834bbb55673,SP,Southeast,64,46,Severe Delay,14.24,1
8311aa3b9c474639d7f344868c3fe150,RJ,Southeast,76,46,Severe Delay,16.11,1
039ec885e36627ae6353cfd42a41c5da,BA,Northeast,70,45,Severe Delay,25.25,1
8b41e34451a7b359ebae366d22e4abd4,PI,Northeast,69,45,Severe Delay,110.52,1
f359fa9d20251af793b9b9704c9b3f47,RJ,Southeast,69,45,Severe Delay,16.16,1
fd84aa1fc4c825c367cbb777d82e5a2a,BA,Northeast,76,45,Severe Delay,16.84,5
b77b82b683e9956ecdf55514de3d1f1d,SP,Southeast,63,45,Severe Delay,24.66,3
0d103d6504de00ed0c99969517a9ad52,RJ,Southeast,70,45,Severe Delay,22.44,1
6fd33c34a877e5a474ed190b5738ab58,CE,Northeast,71,45,Severe Delay,19.46,3
e706765d0ab55ce790c7713ddc4e1ecf,SC,South,68,44,Severe Delay,29.04,5
ed9a73914b6e0fca8d1b8939f2c41879,RJ,Southeast,70,44,Severe Delay,25.01,1
8e81e473c93d414e73105233e248347b,RJ,Southeast,67,44,Severe Delay,21.44,4
6225c94031a1e372349fa17f1891317d,RJ,Southeast,76,43,Severe Delay,36.6,1
756893c5dc2102b9555b660dffb03813,RJ,Southeast,70,43,Severe Delay,15.1,1
5687858ec96eba8c66c04d8a08ff4e42,RJ,Southeast,67,43,Severe Delay,16.88,1
d86c683d3790be2beffa016e4140940d,SP,Southeast,66,43,Severe Delay,11.85,1
b372525f79a03a4f4c7f33e311e3a6eb,RJ,Southeast,72,43,Severe Delay,17.88,1
866314550f6d7a55c82917d9b4463e1f,SP,Southeast,70,43,Severe Delay,21.48,1
d2d8c96cdc3a00c418d2a5539e598add,PI,Northeast,65,43,Severe Delay,24.75,1
4530ebf341c28451b56c66fc4d70f8eb,BA,Northeast,76,43,Severe Delay,23.19,1
b7aa6fd1a55a501926e5f7253617ac90,MG,Southeast,64,42,Severe Delay,17.72,1
48cefe210d7a04f470fd6592ea91ffb9,MG,Southeast,68,42,Severe Delay,28.5,1
63fd40b25ac9dbeea8ec6b26558a1add,RJ,Southeast,68,42,Severe Delay,50.34,2
814fe5df303b0c72aeddb331dbfe9802,BA,Northeast,66,42,Severe Delay,12.35,5
5178acb217f7a75ee85a3dd00eacdad7,PR,South,64,42,Severe Delay,18.23,4
408d3b25332b720d54aeb8503549722e,BA,Northeast,72,42,Severe Delay,110.82,5
33797bbcfc4f22d40110f77692f83c78,RJ,Southeast,67,42,Severe Delay,14.1,1
607eee584aa2eb64b8e9464c5e590efc,PR,South,69,42,Severe Delay,18.2,5
85aa425106ebd563ef29f08d6cb0f4d0,CE,Northeast,78,42,Severe Delay,32.09,1
73e675969b9e5495c9d1c8d4b3b21e1e,MG,Southeast,66,41,Severe Delay,16.6,1
71717b68820ab37f844d6799422804d7,RS,South,68,41,Severe Delay,21.47,2
71717b68820ab37f844d6799422804d7,RS,South,68,41,Severe Delay,21.47,3
b062c88d0db22ff6a4e37c2df0f85333,BA,Northeast,72,41,Severe Delay,38.32,5
0855f6a946e8c4bef27d0ac24e524554,RJ,Southeast,66,41,Severe Delay,15.14,1
5622ad01924109b081d3f0f7fdd45f71,SP,Southeast,75,41,Severe Delay,11.1,1
00e054d0da011d5016f31011af488f4f,SP,Southeast,58,41,Severe Delay,14.82,4
465cfd7016202e455adf9b1a83736c86,RJ,Southeast,68,41,Severe Delay,16.11,1
4aaf9b9778e313ecfcfe11ba5673b136,PA,North,75,41,Severe Delay,38.44,2
e10c65499c59e57eea4d979ac5eb3d0f,SP,Southeast,64,41,Severe Delay,12.2,1
265bb549f8bbcaeaa66023404ec02db5,SP,Southeast,61,41,Severe Delay,18.31,1
5738b1361143b2ba3e59fcb5dffc7114,RJ,Southeast,64,41,Severe Delay,23.85,1
a27f3aab93e8f43407c0fe4296f475c1,RJ,Southeast,75,41,Severe Delay,57.89,1
01f67ca8027e959060afd840aa06f465,CE,Northeast,65,41,Severe Delay,14.7,1
a2b4be96b53022618030c17ed437604d,PE,Northeast,67,41,Severe Delay,55.95,1
576668497bf1dc1ca572fcf231234444,BA,Northeast,66,40,Severe Delay,22.83,4
89aaf44e5c7771fbdeacb9baa428988b,PE,Northeast,67,40,Severe Delay,19.53,1
2fe3cac4410271c6297a141898af28f0,RJ,Southeast,65,40,Severe Delay,17.81,1
16efc11ccab2e8a17656020f80cd39e3,RJ,Southeast,66,40,Severe Delay,46.93,1
1e189a60261c3efb60bdace6d37ac223,RJ,Southeast,67,40,Severe Delay,59.53,1
0bc2f31a926a812c0002115befdfdebe,RS,South,68,40,Severe Delay,32.42,1
42eac028466118a879151bd1ad4c2acd,RJ,Southeast,61,40,Severe Delay,21.61,1
9e7b4dc19aadc8298e2984986d3bf014,PE,Northeast,68,40,Severe Delay,33.57,5
7cb72e0bbd081c1483fb0b200266b7d3,RJ,Southeast,68,40,Severe Delay,31.23,5
880a2443009447fa88b518da4806fc93,RJ,Southeast,73,40,Severe Delay,12.49,1
fd9fd21af695ddc1b8200a18954f7b73,RJ,Southeast,61,39,Severe Delay,19.49,1
3e47a8cc66024053901d7313a7d2a0b7,CE,Northeast,74,39,Severe Delay,30.5,5
cc61a8a634ed495116b2ce1fc8d1a1e1,RJ,Southeast,59,39,Severe Delay,14.38,3
44e578be804a15b9c4be4b6e91eedf48,SP,Southeast,56,39,Severe Delay,13.3,1
514b4450547a198b2000fe570c522277,RJ,Southeast,66,39,Severe Delay,35.86,1
b4c8c7add8acbdb1bebcae219ab6c141,RJ,Southeast,80,39,Severe Delay,28.34,1
f93bdede82a36c75fddda9a509f2298b,RJ,Southeast,63,38,Severe Delay,18.02,1
28bbae6599b09d39ca406b747b6632b1,RJ,Southeast,62,38,Severe Delay,21.68,1
189ba95d81c72d1250e45df72f8acaa4,SP,Southeast,63,38,Severe Delay,29.18,1
acbf78375e415ab56c0f6160901b6167,RJ,Southeast,80,38,Severe Delay,62.78,1
4af2fb154881f350d8696f7f7a7f80d3,BA,Northeast,59,38,Severe Delay,22.11,1
d573a47c29466bb2e4e46aef0ff04f23,AL,Northeast,91,38,Severe Delay,35.26,1
238652e39c5fdf89a8fd44776f532501,SP,Southeast,54,38,Severe Delay,20.02,4
dd1e6c3ec773916f8f48f7401beefc6a,RJ,Southeast,58,38,Severe Delay,16.11,5
0f016423033058b7bef153a01ff9100b,ES,Southeast,68,38,Severe Delay,26.32,3
d38cfff41619a58ae9fb4bb3be5cdfa6,RJ,Southeast,66,38,Severe Delay,15.1,5
698b8ecdaf8c15fe44343352cff74210,PE,Northeast,57,37,Severe Delay,22.91,1
30ee51f86a9d676801e824efd4aad215,MG,Southeast,59,37,Severe Delay,19.46,3
a7b6379e7ca83fc534678ad86108cff7,RJ,Southeast,60,37,Severe Delay,14.1,5
ac403e440819af1853b7fcd7f04de6c4,RJ,Southeast,64,37,Severe Delay,14.1,1
83c72ea1f298ffb69588da1e76ad9bcc,RJ,Southeast,68,37,Severe Delay,15.89,1
bcaa9390e85fe694eefdf1e33f77b3b5,RJ,Southeast,58,37,Severe Delay,15.1,1
93aa3771306828f17309cce989a90e5f,RJ,Southeast,58,37,Severe Delay,15.14,1
f916cacb752116d552d42759c8da0cca,BA,Northeast,60,37,Severe Delay,16.79,3
f79166d484b12d995cc47ff0fd43db75,RJ,Southeast,60,37,Severe Delay,15.1,1
f24bbebc2c8ba687b65f1be751dd8982,RJ,Southeast,58,36,Severe Delay,15.1,1
a0d699e2e7598ef4a849c8089f3c1277,RJ,Southeast,66,36,Severe Delay,21.44,1
86c533ce44691f0e2aacdbba0442170a,RN,Northeast,70,36,Severe Delay,22.54,1
c1875eb040541568d58640849b68b052,CE,Northeast,62,36,Severe Delay,19.04,3
c537dcd8b3ea902501cfa7610144a641,RJ,Southeast,56,36,Severe Delay,15.58,1
b3fc7c7b9879880f51caa2db7de52834,RJ,Southeast,61,36,Severe Delay,15.1,2
6d81c04e1888cf43b0ec0f83b5efe746,RJ,Southeast,56,36,Severe Delay,23.3,1
bfbd0f9bdef84302105ad712db648a6c,SP,Southeast,55,36,Severe Delay,8.49,1
77b08f3ea310719320856c7ff77da30a,RJ,Southeast,59,36,Severe Delay,19.84,1
4382b7af38e2034ff26273519819f2d2,PR,South,56,36,Severe Delay,14.1,1
621f567448cbf2281b22381247c491ca,CE,Northeast,72,36,Severe Delay,40.21,1
6674020dce60ac29b7de0ffa6d2c34e6,RJ,Southeast,57,36,Severe Delay,21.19,1
27167c20a18a136683606cb93c0168a9,DF,Central-West,60,36,Severe Delay,56.4,1
b6bf0977a04c2f3b84bf63aa0d308b5e,RJ,Southeast,63,36,Severe Delay,16.79,1
23fbdff7118cf3f2b0f4eb5b74f6ee2f,RJ,Southeast,59,36,Severe Delay,15.1,5
7d09831e67caa193da82cfea3bee7aa5,DF,Central-West,51,36,Severe Delay,15.45,1
a4a57f1ffa25b90dea9f150fee89db84,PA,North,86,35,Severe Delay,108.96,1
0822275bffed889280029c0c32b003e6,RJ,Southeast,59,35,Severe Delay,14.1,1
3c901df8e80c646961877910379f4c1d,MG,Southeast,60,35,Severe Delay,15.1,1
d731191f76c39fe5c7d22edddb6836ba,SC,South,59,35,Severe Delay,60.400000000000006,5
a0bb89116fae61995bdade42a37fccba,MG,Southeast,56,35,Severe Delay,18.56,1
8ff6ab5092f178654b69b95482c18556,MA,Northeast,65,35,Severe Delay,43.11,3
0dacf04c5ad59fd5a0cc1faa07c34e39,RJ,Southeast,64,35,Severe Delay,21.66,2
3ea310e0ca8eaa2d771f9ae489e6535e,RJ,Southeast,56,35,Severe Delay,19.98,1
3f3e73711d749f4c39da2d5e55927d84,SE,Northeast,76,35,Severe Delay,24.62,1
f813be1cdc38407e8e55a3ff18509b8d,CE,Northeast,71,35,Severe Delay,55.42,3
eea6beb3e8f3a7eafaf03ea844ae6021,GO,Central-West,57,35,Severe Delay,17.55,2
db72d4b9dccc8768cb8691e888ae7f5f,CE,Northeast,71,35,Severe Delay,39.55,1
e62c3201015050463bc2e3b6599a6bc5,RJ,Southeast,56,35,Severe Delay,14.23,1
d0a13158f5857572b99f8f9c6be9cfa5,RJ,Southeast,62,35,Severe Delay,17.63,1
0705d1148d3c3d342f1a8c8ad33e5d3f,RJ,Southeast,57,35,Severe Delay,17.95,1
32fef9bb0f0402350b640eb6f13dbe09,MG,Southeast,57,35,Severe Delay,18.56,1
c0740c543da48abb89b054604e7e9250,RJ,Southeast,61,35,Severe Delay,15.12,1
9c8b7e134959999ac945ed2b29537c8b,CE,Northeast,61,35,Severe Delay,19.16,4
367085f34fdfc417d0087dfeab08ad73,AL,Northeast,64,35,Severe Delay,36.03,2
3cf732ae03a74a50fc69cbfe6cb978fc,RJ,Southeast,58,35,Severe Delay,16.95,1
fcf77320278b491829c6e5d767a3f20d,RS,South,60,35,Severe Delay,32.71,1
d6f8b3535ac92252b48bd5e4c47a6593,ES,Southeast,62,35,Severe Delay,18.05,5
21196c30747231d579091396af990f0e,BA,Northeast,59,35,Severe Delay,20.63,1
99c8af04316c292e23ca57d8917db2ad,RJ,Southeast,62,35,Severe Delay,28.2,1
51759d8321ae577fc2d577b976f8130f,RJ,Southeast,70,35,Severe Delay,16.32,1
944b3e66113a84e8e19010f5bf2701c4,SP,Southeast,56,34,Severe Delay,18.91,2
0d6cc2219ef268358eac3c49b47abca9,PR,South,53,34,Severe Delay,66.81,1
d8f4ac2b5cf577657a2165a7c75857ff,SP,Southeast,56,34,Severe Delay,21.33,1
cf5bae440125a8f7eccfde72d25e1913,AL,Northeast,60,34,Severe Delay,24.19,1
6cbad422849c13ec8f4517ee01a6c02b,MG,Southeast,51,34,Severe Delay,11.74,1
3786374eb6f56d00e96bf7511002cd00,RJ,Southeast,65,34,Severe Delay,54.19,5
89ab5609dfc901cc9824e0a62cbefe59,RJ,Southeast,56,34,Severe Delay,18.86,1
9d32c5c773eba34ff2453be229a53ca9,RJ,Southeast,56,34,Severe Delay,22.09,2
83359e7a49758eeed73d55e437b87341,RJ,Southeast,54,34,Severe Delay,21.37,1
0d6cc2219ef268358eac3c49b47abca9,PR,South,53,34,Severe Delay,66.81,1
982477fb4aaaa4ce97851852d2a28e90,RJ,Southeast,61,34,Severe Delay,14.59,5
36a179cea5792575e6b9682f13e44287,BA,Northeast,65,34,Severe Delay,16.79,3
b951bb66b451384026a3308f84f1eab9,RJ,Southeast,53,33,Severe Delay,26.82,5
690199d6a2c51ff57c6b392d7680cbfd,PR,South,59,33,Severe Delay,18.26,5
aefe90553e50779cfa353170674e9d0f,GO,Central-West,62,33,Severe Delay,17.96,1
c83bfcbbc1e49ea80f7a77732efa3d48,RS,South,61,33,Severe Delay,15.42,1
eaae5bd20fb15d85aa673d9b7c0e8ca5,MT,Central-West,73,33,Severe Delay,21.34,2
9d3c48c87bfb7e8b574b4d375f882841,MG,Southeast,60,33,Severe Delay,28.5,1
3fbd798d7e8c262456edce32abaee496,RJ,Southeast,56,33,Severe Delay,23.49,1
a22e1b3b7821386e3fbcd6d3c5c6c3c1,SP,Southeast,53,33,Severe Delay,22.59,1
203acfb176ad05fd52bc951bd747ad91,SC,South,56,33,Severe Delay,15.29,1
eedfea77a364bd7d7081632d66520b89,RJ,Southeast,72,33,Severe Delay,15.18,1
1777854e00599d581f88f45af1432949,CE,Northeast,58,33,Severe Delay,27.3,1
7ee39ad7cefae28934df87c631928f88,MT,Central-West,62,33,Severe Delay,25.89,1
2227760b50f899205ac9d202e3d9d981,RJ,Southeast,54,33,Severe Delay,14.1,1
9c6a41b40091cf444dcd80fa62446a98,RJ,Southeast,59,33,Severe Delay,17.82,1
b73bbac6285251dbf2dd01842e0ce0de,RJ,Southeast,47,33,Severe Delay,88.54,1
4505acb3759da6b9c7d79a80d29ab3bb,SP,Southeast,44,33,Severe Delay,12.51,5
cdeec5de39a62045ad7edd0f00cc8858,RJ,Southeast,59,33,Severe Delay,18.89,1
b5195225c11fc325d686d24fe14eedbb,RJ,Southeast,66,33,Severe Delay,14.59,1
dea56b3893564838aa0a8b56394f46a4,RJ,Southeast,57,33,Severe Delay,17.02,1
d31bf98bc1f5a409da2c22085a8a7140,RJ,Southeast,55,33,Severe Delay,17.6,1
137135c30e53ddac60ef16b8ef6d4d54,PA,North,71,32,Severe Delay,33.16,1
00335b686d693c7d72deeb12f8e89227,ES,Southeast,57,32,Severe Delay,16.89,5
790512cc033ced5f8fe1f9158eb8f2fe,RJ,Southeast,52,32,Severe Delay,124.45,1
1e07ba4e9a6dafcecd0c46111e477e5c,RJ,Southeast,61,32,Severe Delay,15.57,1
59e94c656aec3cee1b4a97e8324b47d2,RJ,Southeast,54,32,Severe Delay,16.63,1
84869ba3df14629b57ca40c491a842e6,MG,Southeast,49,32,Severe Delay,18.77,1
03af60619b8abd880dd136ed837be800,RJ,Southeast,50,32,Severe Delay,15.3,1
f565b5276bd106d6f173c196568826d4,SP,Southeast,42,32,Severe Delay,7.39,5
84db939b1ab9686533e9a06a0354beb6,SP,Southeast,59,32,Severe Delay,14.24,1
4ef546f6f1165d23cd5134e9c5ab83d7,RJ,Southeast,53,32,Severe Delay,15.1,1
76df43658d302b7e5418f9c5b366b4bd,RJ,Southeast,52,32,Severe Delay,19.87,1
093b4a025c91a570d1f3b60d428b60a0,RJ,Southeast,50,32,Severe Delay,16.25,1
443038d9ed6b74bc4f7bfa679ce81bf1,RJ,Southeast,72,32,Severe Delay,66.42,1
9d531c565e28c3e0d756192f84d8731f,RJ,Southeast,56,32,Severe Delay,14.1,1
f5691c2b1ca263490374d13d020bd950,TO,North,58,32,Severe Delay,38.08,1
a767f123fcb9ebe4eea953349dfd5a81,PA,North,61,32,Severe Delay,23.19,5
8fc207e94fa91a7649c5a5dab690272a,RJ,Southeast,55,32,Severe Delay,25.61,3
2591fdd6cc7718bac11436b57abd8163,RJ,Southeast,54,31,Severe Delay,35.2,1
746abc8ae9eb8c8f21a6c916527ff5ba,RJ,Southeast,49,31,Severe Delay,16.12,1
3c39f4ac4b4520bfaaba2cee448cd823,RJ,Southeast,51,31,Severe Delay,18.23,1
cbc956fc2a27bbc8dc18bd3a27ce7127,RJ,Southeast,50,31,Severe Delay,18.59,1
f947483d17043c99e4de12dacdbd763a,RJ,Southeast,66,31,Severe Delay,16.28,1
2805499c211b52dfc1e64a1349ef45e2,SP,Southeast,56,31,Severe Delay,14.1,5
0b7cb1c7ea62d95ba39702f4ae850108,AC,North,72,31,Severe Delay,27.58,1
ab75125adb0d56e4a58e073b90b7b6c6,SP,Southeast,42,31,Severe Delay,7.43,3
4f1eeea688bd0014cf7f81a1f23bb8c4,RJ,Southeast,59,31,Severe Delay,27.65,1
8b4fc455b9a8cc1559dca8dd2d392ddd,RJ,Southeast,58,31,Severe Delay,18.26,1
8cb5fe50fcb1a1155fa2f27857895eaf,SP,Southeast,67,31,Severe Delay,37.27,3
beed527292a9e9a0e10bc602565b510c,RJ,Southeast,57,31,Severe Delay,31.66,3
016d1bdf6efab4f6b805df1c03043113,MA,Northeast,58,31,Severe Delay,34.15,1
01b330808c5819a6a3cb79b72f0b8288,MA,Northeast,54,31,Severe Delay,24.86,1
a8b287712f97be514752ebf62271b2a2,RJ,Southeast,56,31,Severe Delay,16.57,1
cb794d74f80c0dff5257f123400a063c,RJ,Southeast,59,31,Severe Delay,16.32,5
1f4994f63a494cae176662935b4a8342,CE,Northeast,58,31,Severe Delay,48.8,1
10c5eb3ea9a23055a311c44022b574eb,SP,Southeast,47,31,Severe Delay,7.78,1
ac3a8f865ec67b649d66ed5149a41593,RJ,Southeast,56,31,Severe Delay,17.38,1
9d02a36395b93b35ec7f46d79ee3e8b9,CE,Northeast,70,31,Severe Delay,48.98,1
3a3b0394c09dbf1c3f658c1fbe9adc31,SP,Southeast,64,31,Severe Delay,17.81,1
466e5cddccc661ae332697cc83dcafb1,RJ,Southeast,57,31,Severe Delay,22.93,1
a75aad2fd41164a516a1257b45670f4d,RJ,Southeast,52,31,Severe Delay,16.28,1
fdddc15fc7b9c37476820d6eb722f33b,PE,Northeast,52,31,Severe Delay,29.57,1
e8ef78a9ce417db856269e84091403f2,PI,Northeast,58,31,Severe Delay,82.82,1
60a30f7ea15c14582856b8ae771be976,PE,Northeast,56,30,Severe Delay,25.23,1
4cf65f650cc60791bfb99bbaa418faf9,PR,South,46,30,Severe Delay,16.54,5
95ec4886946c5ae0d453e95648834ac6,RJ,Southeast,60,30,Severe Delay,18.57,1
14e02ed9bb6ea11904967b279f41df37,RJ,Southeast,61,30,Severe Delay,25.29,1
e74f16cd18d4e5b3dfbcc81e880430d9,SP,Southeast,55,30,Severe Delay,38.81,1
957e60e8b06f5c61044ad86aa626cd49,PB,Northeast,61,30,Severe Delay,38.1,1
a1c5f705a277dc65135f50fbfe2ce8bc,MG,Southeast,54,30,Severe Delay,15.1,1
ed3646c08c3440dfcf19f92588bf1ff1,MG,Southeast,52,30,Severe Delay,18.23,1
194a9f43598155086b091e0c827ad480,ES,Southeast,60,30,Severe Delay,18.98,1
faa3c806c150cf6f037882a8c4db259d,DF,Central-West,56,30,Severe Delay,21.68,1
9516708e3c4612677ddf7c9167b54076,SP,Southeast,51,30,Severe Delay,17.55,1
43744ad15fef908c8dfcbd7fec0d786e,GO,Central-West,54,30,Severe Delay,17.94,3
6139a798f92b14ad667f3a8fb8f78c4c,RJ,Southeast,53,30,Severe Delay,16.93,3
df65602000ffdf593af0979d8c8a8544,CE,Northeast,56,30,Severe Delay,69.24,1
74ad3397d84521ee94f326aad1a35d14,RJ,Southeast,54,30,Severe Delay,49.51,1
